price,meters,distance,exactyears,room,region
105658.1177,77.80413958,7.599005077,2,1,1
105685.6238,77.81099219,7.598624621,4,1,1
105707.3384,77.83692666,7.598305422,4,1,1
105721.4453,77.85528298,7.597634143,3,1,1
105826.9562,77.87007738,7.597201402,2,1,1
105898.7912,77.87787827,7.595071512,1,1,1
105919.4383,77.89515904,7.594764276,2,1,1
105924.8505,78.08074742,7.594458874,1,1,1
105927.9167,78.09208339,7.593686835,3,1,1
106032.9712,78.12471613,7.589456598,3,1,1
106042.153,78.1580663,7.588972945,2,1,1
106083.9304,78.20679146,7.587588968,5,1,1
106088.3951,78.24380107,7.585959717,4,1,1
106134.2332,78.2525494,7.585751676,5,1,1
106150.2451,78.26878945,7.585072371,5,1,1
106190.7977,78.39283798,7.584448979,8,1,1
106276.7338,78.42312239,7.577060648,5,1,1
106316.2059,78.46204161,7.57452128,3,1,1
106358.6308,78.47953877,7.57219049,1,1,1
106373.2799,78.5010474,7.564767988,2,1,1
106384.5552,78.53083512,7.562642468,1,1,1
106393.8956,78.56869392,7.561988231,1,1,1
106409.9435,78.67148959,7.561774977,3,1,1
106462.9479,78.79792378,7.55880189,6,1,1
106480.3392,78.89156782,7.54816642,1,1,1
106480.9114,78.91501436,7.538422078,6,1,1
106491.7482,78.91921621,7.5376777,2,1,1
106514.2568,79.01385195,7.537616045,4,1,1
106522.324,79.05090954,7.532839278,5,1,1
106575.3927,79.08497738,7.53026948,4,1,1
106604.7653,79.09593776,7.529551934,2,1,1
106620.5541,79.10065875,7.525382092,4,1,1
106718.2412,79.10709521,7.524785886,4,1,1
106722.2982,79.18865117,7.521446434,4,1,1
106749.4248,79.21683032,7.520453522,2,1,1
106763.5233,79.21799362,7.520383385,1,1,1
106807.7884,79.26024114,7.51872073,5,1,1
106931.8587,79.27823628,7.515191216,5,1,1
106935.942,79.31459018,7.51366729,3,1,1
106970.0769,79.46161962,7.513081425,0,1,1
106988.8698,79.48776285,7.51176279,2,1,1
106999.5213,79.53980976,7.50996201,1,1,1
107103.7802,79.54707554,7.506547173,3,1,1
107141.5558,79.55585323,7.501190715,4,1,1
107150.7807,79.59034686,7.496272735,6,1,1
107184.5679,79.6381985,7.496128447,1,1,1
107209.2494,79.74076579,7.496075549,2,1,1
107213.437,79.77535879,7.494580304,3,1,1
107238.3956,79.77761116,7.492427935,3,1,1
107239.1692,79.80758391,7.491388226,4,1,1
107246.8,79.82489255,7.489291512,3,1,1
107280.6376,79.85165225,7.486427831,0,1,1
107298.606,79.87336667,7.48153085,8,1,1
107308.3849,79.88226301,7.47983002,4,1,1
107349.5286,79.90808999,7.479817531,2,1,1
107390.599,79.91292469,7.476834395,2,1,1
107394.6759,79.91903886,7.47679626,6,1,1
107436.2846,79.93608195,7.475206156,3,1,1
107447.0155,80.01049414,7.470302367,1,1,1
107449.5861,80.01319805,7.46992432,2,1,1
107485.2417,80.03155903,7.466540781,0,1,1
107526.1843,80.03158442,7.466117603,1,1,1
107528.1777,80.04857395,7.465813985,4,1,1
107560.5059,80.05735703,7.46450298,4,1,1
107572.719,80.08170432,7.46393037,3,1,1
107575.8389,80.08653568,7.463423699,2,1,1
107578.9387,80.08711757,7.463046851,2,1,1
107627.6384,80.09459901,7.462599897,5,1,1
107630.266,80.14531201,7.459747369,8,1,1
107645.3066,80.17250911,7.456739316,5,1,1
107656.8626,80.18903105,7.452805194,1,1,1
107663.1781,80.19365158,7.450659284,3,1,1
107728.0792,80.21471663,7.446798855,2,1,1
107728.4094,80.24469607,7.445985127,5,1,1
107730.3159,80.25125897,7.443281301,2,1,1
107734.5575,80.26354898,7.442742896,5,1,1
107760.1248,80.35436355,7.436854191,5,1,1
107761.4622,80.35672006,7.4361127,1,1,1
107799.8311,80.38076867,7.436054465,2,1,1
107847.0003,80.41043598,7.432704678,3,1,1
107853.0054,80.49414655,7.432329668,3,1,1
107886.5925,80.50073626,7.430240667,1,1,1
107892.3783,80.51551545,7.429696942,3,1,1
107957.3969,80.56135558,7.429586689,1,1,1
107957.4286,80.56297678,7.428207218,1,1,1
107992.6088,80.59393573,7.425652041,2,1,1
107997.779,80.59704783,7.423819716,2,1,1
108010.0358,80.62726781,7.422456215,3,1,1
108043.9922,80.66467129,7.422215968,1,1,1
108057.292,80.67172863,7.417872449,2,1,1
108080.56,80.67554958,7.416943279,3,1,1
108088.464,80.70811061,7.416275176,0,1,1
108091.8106,80.74808187,7.414088854,2,1,1
108092.6507,80.76774881,7.409764923,0,1,1
108111.8813,80.82228453,7.406979826,3,1,1
108135.9727,80.83398025,7.403261678,1,1,1
108176.2931,80.91723561,7.400122993,1,1,1
108189.3579,80.98681638,7.399739832,3,1,1
108199.1334,81.04566996,7.390575074,3,1,1
108204.9463,81.05163864,7.388431951,3,1,1
108229.521,81.05683743,7.388152022,5,1,1
108241.4629,81.13085517,7.387372913,4,1,1
108267.8114,81.16117159,7.381727615,3,1,1
108271.2971,81.28355812,7.375833865,2,1,1
108273.877,81.38850059,7.373540184,1,1,1
108281.1033,81.39234631,7.369982411,1,1,1
108289.8656,81.39253554,7.367377579,4,1,1
108297.7878,81.41752437,7.367151237,4,1,1
108340.4934,81.43705757,7.365892131,1,1,1
108342.2848,81.53652673,7.365606489,1,1,1
108342.5786,81.54354407,7.363861064,3,1,1
108348.5442,81.54655829,7.362230888,2,1,1
108362.6354,81.55091004,7.362219159,2,1,1
108419.9448,81.56539889,7.361279747,5,1,1
108478.3042,81.5913197,7.360556405,7,1,1
108512.5526,81.59395232,7.356491615,2,1,1
108549.602,81.59755219,7.354784469,5,1,1
108585.5237,81.66233574,7.354152145,2,1,1
108589.6356,81.71073097,7.354082715,4,1,1
108598.0355,81.71258669,7.35379541,4,1,1
108641.2377,81.75743309,7.352646369,4,1,1
108642.7647,81.78650438,7.352194161,1,1,1
108651.4973,81.87349119,7.351819304,3,1,1
108693.5506,81.88807658,7.35055418,3,1,1
108727.9734,81.91778615,7.34932358,2,1,1
108752.7288,81.91809583,7.347932152,7,1,1
108757.3459,81.91979302,7.346100826,1,1,1
108938.8821,81.92837283,7.345784162,3,1,1
108948.9624,81.94797861,7.3454604,4,1,1
108952.6333,81.99789825,7.341543526,0,1,1
108964.7465,82.01455101,7.339894403,2,1,1
108967.9561,82.04389121,7.337990665,0,1,1
109007.0866,82.06878591,7.337685862,5,1,1
109013.6689,82.09502587,7.335193032,3,1,1
109022.6373,82.13510936,7.334063841,3,1,1
109059.7082,82.23873076,7.332175963,0,1,1
109100.112,82.29215404,7.332019777,1,1,1
109105.2328,82.41706567,7.330805266,4,1,1
109106.8361,82.48590945,7.330678071,5,1,1
109176.5644,82.51393495,7.327185564,3,1,1
109186.5399,82.60938352,7.326996487,6,1,1
109270.2861,82.628256,7.326849555,3,1,1
109274.6889,82.65246511,7.326521194,4,1,1
109282.4115,82.66380754,7.32618853,5,1,1
109307.6714,82.68007629,7.323585064,2,1,1
109317.925,82.73057064,7.322516773,1,1,1
109374.1073,82.78356605,7.322322933,3,1,1
109414.2397,82.79620972,7.316859929,2,1,1
109424.7959,82.80291945,7.316801272,3,1,1
109443.4621,82.84966756,7.316343611,2,1,1
109473.899,82.87244203,7.315646855,4,1,1
109477.5124,82.91268055,7.3153982,3,1,1
109573.4579,82.93107254,7.313147275,1,1,1
109607.3527,82.96301863,7.312036388,2,1,1
109614.0393,82.96519506,7.311559847,4,1,1
109621.0853,82.98474317,7.310233783,5,1,1
109659.9927,83.02820907,7.308430399,2,1,1
109668.6,83.05936236,7.306702303,3,1,1
109671.5836,83.06155417,7.305947877,4,1,1
109703.5577,83.06294372,7.302681608,3,1,1
109711.8948,83.14173443,7.302322179,1,1,1
109754.1289,83.15352473,7.299906077,3,1,1
109765.0217,83.16358158,7.299302994,4,1,1
109776.4734,83.16498422,7.29845251,2,1,1
109930.5126,83.16722371,7.297188712,5,1,1
109978.4112,83.18636581,7.295674063,4,1,1
109995.8562,83.19602439,7.295580882,4,1,1
110074.086,83.19760351,7.295253368,6,1,1
110089.2832,83.2355611,7.290778868,3,1,1
110104.0336,83.26247128,7.289501143,5,1,1
110132.4347,83.26478075,7.285628757,4,1,1
110216.9059,83.35068567,7.284384659,2,1,1
110237.6131,83.3865601,7.282598092,5,1,1
110272.1614,83.40842974,7.282353887,4,1,1
110371.0167,83.42089093,7.281785164,3,1,1
110385.7543,83.42350286,7.281646964,2,1,1
110398.1933,83.42398592,7.278921177,0,1,1
110410.2777,83.47333863,7.276910395,0,1,1
110418.3151,83.51191087,7.276350797,3,1,1
110437.6247,83.54968002,7.273026245,3,1,1
110469.1375,83.56130404,7.264894798,2,1,1
110503.8612,83.56623277,7.264359831,2,1,1
110517.7033,83.66572111,7.263684439,2,1,1
110519.952,83.67032377,7.258095252,2,1,1
110545.1059,83.68688169,7.256855958,1,1,1
110576.7625,83.7078365,7.252559504,2,1,1
110614.5197,83.71680517,7.249732981,3,1,1
110630.7379,83.76142958,7.244968752,4,1,1
110680.9651,83.7940051,7.244044917,0,1,1
110688.4414,83.83548008,7.243777051,1,1,1
110721.0176,83.87550481,7.243621804,4,1,1
110722.4707,83.94943949,7.243422486,1,1,1
110726.0564,83.95396797,7.243197019,4,1,1
110744.7118,84.00034949,7.242924206,2,1,1
110745.8008,84.06925139,7.242610576,2,1,1
110753.6713,84.13247857,7.240756051,1,1,1
110777.2056,84.16678582,7.239808466,1,1,1
110783.3521,84.23640232,7.239191711,3,1,1
110784.1536,84.23836209,7.23618576,2,1,1
110789.7291,84.25800098,7.235116244,4,1,1
110793.8967,84.28323787,7.234832079,4,1,1
110808.0127,84.28379727,7.232543279,4,1,1
110847.1995,84.33943245,7.232368151,2,1,1
